POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4900,1460.46,3531.53,5808.52,-3668.47,-8539.19,1766.35,15919.29,0.0,3601.53,-2047.93,16278.48,1553.6,17832.08
4901,1497.94,3519.45,5824.71,-3691.41,-8582.75,1749.33,16003.93,0.0,3585.87,-2025.71,16321.2,1560.16,17881.37
4902,1498.43,3582.06,5783.8,-3665.7,-8560.84,1773.29,15946.24,0.0,3594.17,-2043.06,16357.28,1551.11,17908.39
4903,1560.95,3606.83,5782.45,-3707.56,-8527.92,1749.4,15876.23,0.0,3593.99,-2034.77,16340.38,1559.22,17899.59
4904,1481.88,3675.62,5749.7,-3650.15,-8536.15,1751.52,15864.63,0.0,3605.08,-2045.4,16337.04,1559.67,17896.72
4905,1543.64,3633.29,5754.13,-3646.2,-8543.27,1763.14,15918.74,0.0,3594.34,-2037.57,16423.47,1556.78,17980.24
4906,1514.96,3630.32,5801.69,-3638.53,-8567.29,1808.79,15973.27,0.0,3584.4,-2035.81,16523.21,1548.6,18071.8
4907,1510.95,3673.9,5758.22,-3659.63,-8582.11,1767.29,15996.7,0.0,3587.35,-2044.34,16465.32,1543.0,18008.32
4908,1461.02,3547.74,5775.87,-3692.73,-8560.95,1744.36,16019.7,0.0,3591.72,-2031.18,16295.01,1560.54,17855.55
4909,1485.98,3651.14,5769.77,-3665.33,-8533.36,1724.47,15905.62,0.0,3592.59,-2029.57,16338.3,1563.02,17901.31
4910,1506.28,3609.54,5758.95,-3668.21,-8552.28,1775.32,15963.64,0.0,3592.32,-2039.67,16393.22,1552.64,17945.87
4911,1509.74,3667.94,5814.62,-3643.23,-8557.92,1761.15,15955.69,0.0,3585.35,-2035.13,16507.98,1550.22,18058.2
4912,1548.65,3604.02,5815.6,-3694.34,-8563.51,1755.48,16008.33,0.0,3583.9,-2028.72,16474.23,1555.18,18029.4
4913,1564.74,3589.49,5777.03,-3679.59,-8556.41,1763.25,15943.02,0.0,3586.5,-2024.87,16401.53,1561.63,17963.16
4914,1562.6,3607.76,5811.26,-3714.04,-8573.04,1761.42,16022.7,0.0,3594.93,-2040.07,16478.66,1554.86,18033.52
4915,1510.92,3547.71,5803.87,-3645.78,-8560.13,1762.64,15950.08,0.0,3603.19,-2046.11,16369.3,1557.08,17926.39
4916,1522.32,3627.81,5839.18,-3714.74,-8543.89,1751.29,15935.3,0.0,3578.24,-2007.54,16417.27,1570.7,17987.97
4917,1521.01,3644.87,5790.71,-3631.76,-8569.92,1776.49,15925.38,0.0,3605.99,-2049.65,16456.78,1556.33,18013.12
4918,1450.72,3613.84,5779.62,-3659.94,-8572.63,1756.04,16037.72,0.0,3590.11,-2029.49,16405.36,1560.62,17965.98
4919,1499.88,3549.8,5769.98,-3666.2,-8537.0,1739.81,15902.66,0.0,3608.14,-2040.26,16258.94,1567.88,17826.82
4920,1552.19,3585.07,5794.46,-3671.2,-8562.72,1742.74,15957.39,0.0,3599.28,-2040.45,16397.93,1558.82,17956.76
4921,1436.64,3656.42,5778.63,-3587.36,-8558.64,1769.71,15924.64,0.0,3587.24,-2033.53,16420.05,1553.71,17973.76
4922,1432.69,3530.43,5774.86,-3653.89,-8549.05,1802.4,15946.62,0.0,3602.8,-2036.54,16284.08,1566.27,17850.34
4923,1454.35,3546.5,5782.59,-3642.43,-8571.88,1789.28,15995.32,0.0,3601.1,-2047.14,16353.72,1553.95,17907.67
4924,1498.43,3554.14,5809.79,-3625.13,-8572.23,1751.34,15947.66,0.0,3587.8,-2031.15,16364.0,1556.65,17920.65
4925,1528.27,3665.05,5828.02,-3625.26,-8571.16,1784.91,16010.23,0.0,3586.61,-2034.06,16620.06,1552.54,18172.6
4926,1501.13,3590.7,5825.76,-3663.55,-8552.95,1730.81,15940.52,0.0,3593.97,-2032.93,16372.42,1561.04,17933.45
4927,1455.51,3613.86,5816.49,-3642.85,-8559.35,1753.19,15949.04,0.0,3592.63,-2033.53,16385.88,1559.09,17944.98
4928,1477.95,3614.64,5841.07,-3694.38,-8546.46,1750.85,15921.77,0.0,3585.72,-2028.03,16365.43,1557.7,17923.13
4929,1499.67,3478.52,5794.56,-3644.2,-8564.59,1784.83,16008.32,0.0,3592.8,-2041.6,16357.12,1551.2,17908.32
4930,1516.36,3597.03,5784.49,-3684.53,-8549.96,1743.83,15923.1,0.0,3603.8,-2040.86,16330.32,1562.94,17893.26
4931,1439.75,3608.31,5730.56,-3688.59,-8538.26,1753.94,15915.42,0.0,3596.33,-2034.55,16221.14,1561.78,17782.92
4932,1504.33,3611.55,5794.53,-3679.71,-8543.19,1791.73,15960.21,0.0,3586.57,-2028.45,16439.45,1558.12,17997.57
4933,1490.37,3477.15,5784.48,-3647.25,-8567.85,1770.97,15986.5,0.0,3582.21,-2033.21,16294.37,1549.0,17843.38
4934,1569.98,3664.44,5810.51,-3695.58,-8550.0,1779.29,15951.31,0.0,3584.6,-2029.85,16529.95,1554.76,18084.71
4935,1517.14,3637.17,5776.79,-3700.49,-8561.63,1758.16,15952.35,0.0,3581.51,-2013.95,16379.5,1567.56,17947.06
4936,1521.97,3571.45,5820.24,-3659.91,-8542.5,1752.89,15906.48,0.0,3574.91,-2014.1,16370.63,1560.81,17931.43
4937,1442.11,3543.69,5761.17,-3678.08,-8549.08,1770.39,15892.21,0.0,3587.61,-2022.2,16182.42,1565.41,17747.82
4938,1449.78,3587.21,5825.19,-3711.87,-8555.71,1750.26,15971.51,0.0,3575.44,-2015.22,16316.36,1560.22,17876.58
4939,1467.62,3680.47,5759.44,-3725.12,-8557.82,1774.46,16020.81,0.0,3567.86,-1996.63,16419.85,1571.23,17991.08
4940,1470.09,3621.0,5752.26,-3689.01,-8550.79,1793.88,16020.4,0.0,3587.86,-2022.07,16417.82,1565.78,17983.6
4941,1510.63,3572.85,5775.06,-3664.46,-8544.72,1761.38,15925.27,0.0,3588.52,-2021.21,16336.0,1567.31,17903.31
4942,1479.93,3612.57,5761.0,-3664.18,-8545.27,1749.56,15970.59,0.0,3585.42,-2029.58,16364.21,1555.84,17920.05
4943,1522.4,3533.16,5746.16,-3659.03,-8545.5,1742.14,15948.5,0.0,3580.5,-2015.06,16287.82,1565.44,17853.26
4944,1540.4,3657.38,5787.35,-3663.42,-8552.07,1802.52,15923.17,0.0,3575.63,-2008.39,16495.33,1567.24,18062.57
4945,1448.23,3625.98,5747.28,-3653.66,-8545.37,1749.11,15921.11,0.0,3583.39,-2018.07,16292.67,1565.32,17858.0
4946,1522.72,3633.77,5726.65,-3686.47,-8539.68,1759.77,15954.26,0.0,3588.62,-2021.22,16371.02,1567.4,17938.42
4947,1550.35,3558.51,5841.01,-3657.52,-8572.19,1776.4,16035.57,0.0,3589.32,-2033.25,16532.12,1556.07,18088.19
4948,1466.59,3703.28,5746.8,-3639.2,-8570.58,1776.61,15974.86,0.0,3583.42,-2014.77,16458.36,1568.65,18027.01
4949,1494.14,3605.28,5754.43,-3708.57,-8553.89,1748.44,15958.97,0.0,3576.35,-2006.7,16298.81,1569.65,17868.46
4950,1491.89,3680.2,5791.29,-3645.72,-8574.04,1780.68,15972.8,0.0,3582.92,-2023.56,16497.08,1559.36,18056.44
4951,1493.36,3563.33,5773.98,-3659.57,-8533.45,1738.38,15857.99,0.0,3580.52,-2016.27,16234.02,1564.25,17798.27
4952,1494.01,3580.37,5824.7,-3649.39,-8564.04,1745.39,15951.08,0.0,3588.78,-2019.89,16382.12,1568.89,17951.01
4953,1487.42,3611.76,5751.01,-3674.88,-8533.52,1771.39,15913.71,0.0,3585.93,-2019.37,16326.89,1566.56,17893.45
4954,1473.93,3586.61,5783.69,-3723.55,-8551.53,1760.23,15977.14,0.0,3581.16,-2008.88,16306.5,1572.28,17878.78
4955,1438.21,3608.58,5808.78,-3692.55,-8554.51,1771.87,15968.77,0.0,3578.62,-2016.44,16349.15,1562.18,17911.33
4956,1547.11,3613.2,5821.25,-3674.06,-8550.74,1774.38,15919.3,0.0,3578.31,-2010.94,16450.46,1567.37,18017.83
4957,1488.91,3611.19,5716.69,-3685.6,-8552.24,1745.41,15924.56,0.0,3578.78,-2008.09,16248.92,1570.69,17819.62
4958,1515.0,3607.64,5779.16,-3694.65,-8542.83,1742.11,15922.2,0.0,3591.24,-2020.48,16328.62,1570.76,17899.38
4959,1497.48,3682.14,5761.56,-3690.99,-8556.43,1747.95,15955.38,0.0,3579.81,-2012.47,16397.09,1567.35,17964.44
4960,1510.32,3563.39,5782.05,-3699.61,-8554.39,1763.73,15964.23,0.0,3580.69,-2014.34,16329.72,1566.35,17896.07
4961,1509.22,3629.86,5807.46,-3700.53,-8540.7,1777.68,15990.84,0.0,3591.14,-2011.94,16473.84,1579.2,18053.04
4962,1506.52,3644.07,5790.92,-3703.16,-8538.17,1761.29,15877.74,0.0,3593.55,-2025.15,16339.22,1568.4,17907.61
4963,1462.64,3497.27,5775.66,-3673.06,-8557.36,1771.12,15994.05,0.0,3577.62,-2025.3,16270.33,1552.32,17822.65
4964,1496.27,3635.34,5747.98,-3652.72,-8565.43,1761.58,15966.32,0.0,3573.02,-2018.76,16389.34,1554.26,17943.6
4965,1478.81,3563.83,5750.22,-3617.06,-8571.89,1788.04,15947.06,0.0,3582.2,-2024.38,16339.01,1557.82,17896.83
